"uniqueid","level","HHMMSS","variable","parameter","unit","Obs","FTime","EBal?","Photo","Cond","Ci","Trmmol","VpdL","CTleaf","Area","BLC_1","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","PARi","PARo","Press","CsMch","HsMch","StableF","BLCslope","BLCoffst","f_parin","f_parout","alphaK","Status","n"
"4",50,61955.7333333333,NA,NA,NA,158,6888.96666666667,0,1.846,0.07462,317,4.11266666666667,5.442,40.7913333333333,6,1.42,1,2.84,46.74,40.7913333333333,49.81,399.769333333333,389.408666666667,10.5567333333333,22.6378666666667,10.1393333333333,21.7373333333333,199.7,1599,0,101.2,21.3,0.77,1,-0.22,2.74,1,0,0.16,111115,15
"5",1.6,56232.1333333333,NA,NA,NA,8,3746.1,0,1.34666666666667,0.05618,351.4,0.544266666666667,0.983866666666667,10.728,6,1.42,1,2.84,4.67666666666667,10.728,1.63,400.94,396.253333333333,1.45906666666667,3.08853333333333,17.1013333333333,36.204,199.74,1600,0,100.4,17.9,0.473,1,-0.22,2.74,1,0,0.16,111115,15
"5",5,56763.2666666667,NA,NA,NA,23,4277,0,1.52066666666667,0.0607866666666667,347.6,0.653933333333333,1.09,12.6393333333333,6,1.42,1,2.84,7.43,12.6393333333333,4.95,400.101333333333,394.754666666667,1.77946666666667,3.73693333333333,17.248,36.222,199.706666666667,1599,0,100.4,17.8,0.53,1,-0.22,2.74,1,0,0.16,111115,15
"5",10,57424.4666666667,NA,NA,NA,38,4939.13333333333,0,1.75733333333333,0.0514466666666667,330.466666666667,0.676933333333333,1.33,15.8553333333333,6,1.42,1,2.84,11.68,15.8553333333333,10.03,399.83,393.750666666667,2.74273333333333,4.76633333333333,19.9733333333333,34.71,199.72,1600,0,100.4,17.9,0.582,1,-0.22,2.74,1,0,0.16,111115,15
"5",15,58155.7333333333,NA,NA,NA,53,5669.5,0,1.99533333333333,0.0368866666666667,296.466666666667,0.5978,1.62266666666667,19.3653333333333,6,1.42,1,2.84,16.18,19.3653333333333,15.0946666666667,399.662666666667,392.960666666667,4.50153333333333,6.28613333333333,24.4886666666667,34.1966666666667,199.7,1599,0,100.4,18.2,0.634,1,-0.22,2.74,1,0,0.16,111115,15
"5",20,58860.5333333333,NA,NA,NA,68,6375.3,0,2.316,0.0379533333333333,282.133333333333,0.733733333333333,1.93,22.5753333333333,6,1.42,1,2.84,20.4406666666667,22.5753333333333,19.97,399.371333333333,391.546666666667,5.9438,8.13026666666667,24.74,33.8393333333333,199.7,1600,0,100.4,18.4,0.687,1,-0.22,2.74,1,0,0.16,111115,15
"5",25,59429,NA,NA,NA,83,6942.96666666667,0,2.772,0.0467066666666667,281.2,1.026,2.19,25.7186666666667,6,1.42,1,2.84,24.83,25.7186666666667,25.04,398.949333333333,389.421333333333,8.2054,11.2507333333333,26.17,35.8833333333333,199.686666666667,1600,0,100.4,18.5,0.749,1,-0.22,2.74,1,0,0.16,111115,15
"5",30,60206.6,NA,NA,NA,98,7720.73333333333,0,3.01533333333333,0.0545666666666667,285.2,1.43,2.6,28.9073333333333,6,1.42,1,2.84,29.276,28.9073333333333,30.1193333333333,400.020666666667,389.291333333333,9.6896,13.9153333333333,23.8053333333333,34.192,199.633333333333,1599.46666666667,0,100.4,18.8,0.788,1,-0.22,2.74,1,0,0.16,111115,15
"5",35,60798.4,NA,NA,NA,113,8312.3,0,3.03266666666667,0.04838,272.333333333333,1.42,2.89933333333333,31.81,6,1.42,1,2.84,33.5086666666667,31.81,34.9906666666667,400.604,389.832,14.0217333333333,18.204,27.0913333333333,35.1733333333333,199.62,1599.4,0,100.4,19.1,0.822,1,-0.22,2.74,1,0,0.16,111115,15
"5",40,61322.0666666667,NA,NA,NA,128,8836.23333333333,0,2.83533333333333,0.04278,262.8,1.518,3.47,35.11,6,1.42,1,2.84,38.1193333333333,35.11,40.06,399.363333333333,389.068666666667,17.5661333333333,22.0208666666667,26.3313333333333,33.0086666666667,199.686666666667,1600,0,100.4,19.5,0.82,1,-0.22,2.74,1,0,0.16,111115,15
"5",45,61944.5333333333,NA,NA,NA,143,9459.03333333333,0,2.52466666666667,0.0414,266.866666666667,1.83,4.31266666666667,37.8553333333333,6,1.42,1,2.84,42.56,37.8553333333333,45.13,398.883333333333,389.151333333333,17.4300666666667,22.8115333333333,20.622,26.99,199.693333333333,1599.73333333333,0,100.4,20.1,0.794,1,-0.22,2.74,1,0,0.16,111115,15
"5",50,62541.2,NA,NA,NA,158,10055.3,0,2.13333333333333,0.04366,282,2.32,5.15,40.3866666666667,6,1.42,1,2.84,46.8273333333333,40.3866666666667,49.81,399.433333333333,390.3,17.266,24.0710666666667,16.3813333333333,22.8366666666667,199.7,1599,0,100.4,20.6,0.754,1,-0.22,2.74,1,0,0.16,111115,15
"6",0,49307.3333333333,NA,NA,NA,8,2867.9,0,4.11066666666667,0.162,338.666666666667,1.33,0.872733333333333,11.0126666666667,6,1.42,1,2.84,3.818,11.0126666666667,0.72,400.13,386.238,0.421133333333333,4.40306666666667,5.28866666666667,55.2946666666667,199.7,1601,1,101.2,18.1,0.562,1,-0.22,2.74,1,0,0.16,111115,15
"6",5,49906.9333333333,NA,NA,NA,23,3466.7,0,4.54866666666667,0.125,318.533333333333,1.31466666666667,1.1,13.43,6,1.42,1,2.84,7.332,13.43,4.96,400.31,385.130666666667,0.4462,4.37946666666667,4.39,43.096,199.713333333333,1600,1,101.2,18.2,0.573,1,-0.22,2.74,1,0,0.16,111115,15
"6",10,50585.2666666667,NA,NA,NA,38,4145,0,4.93133333333333,0.09042,286.266666666667,1.25733333333333,1.432,16.7766666666667,6,1.42,1,2.84,11.782,16.7766666666667,10.04,399.705333333333,383.448,1.0232,4.77806666666667,7.462,34.848,199.766666666667,1600,1,101.2,18.5,0.587,1,-0.22,2.74,1,0,0.16,111115,15
"6",15,51122.8666666667,NA,NA,NA,53,4683.5,0,5.444,0.105,286.866666666667,1.62,1.6,19.6686666666667,6,1.42,1,2.84,16.126,19.6686666666667,15.1,399.182,380.975333333333,2.106,6.93553333333333,11.5866666666667,38.1593333333333,199.76,1600,1,101.2,18.6,0.653,1,-0.22,2.74,1,0,0.16,111115,15
"6",20,51568,NA,NA,NA,68,5127.63333333333,0,6.06066666666667,0.13,291.6,2.228,1.78066666666667,22.294,6,1.42,1,2.84,20.3106666666667,22.294,19.9733333333333,399.330666666667,378.588,2.46946666666667,9.10033333333333,10.4486666666667,38.5086666666667,199.7,1600,1.53333333333333,101.2,18.7,0.7,1,-0.22,2.74,1,0,0.16,111115,15
"6",25,52242.6,NA,NA,NA,83,5802.6,0,6.52866666666667,0.1568,297,3.03933333333333,2.02266666666667,25.354,6,1.42,1,2.84,24.79,25.354,25.0393333333333,400.848,377.787333333333,3.0794,12.0920666666667,9.92333333333333,38.9713333333333,199.7,1600,0.666666666666667,101.2,19,0.758,1,-0.22,2.74,1,0,0.16,111115,15
"6",30,52680.9333333333,NA,NA,NA,98,6240.93333333333,0,6.77066666666667,0.167,294.6,3.72,2.32133333333333,28.1673333333333,6,1.42,1,2.84,29.17,28.1673333333333,30.12,399.873333333333,375.333333333333,3.89413333333333,14.9022,9.70333333333333,37.1393333333333,199.66,1599,0,101.2,19.3,0.784,1,-0.22,2.74,1,0,0.16,111115,15
"6",35,53076.6875,NA,NA,NA,113.5,6636.59375,0,6.958125,0.173,292,4.438125,2.673125,30.73,6,1.42,1,2.84,33.378125,30.73,34.99875,399.81625,373.92375,4.364625,17.46725,8.560625,34.26625,199.68125,1599,0,101.2,19.5,0.793,1,-0.22,2.74,1,0,0.16,111115,16
"6",40,53584.0666666667,NA,NA,NA,129,7144.1,0,6.77466666666667,0.16,287,4.8,3.09066666666667,34.0126666666667,6,1.42,1,2.84,38.068,34.0126666666667,40.0186666666667,400.525333333333,374.760666666667,8.16546666666667,22.2736,12.3713333333333,33.7466666666667,199.633333333333,1600.2,0.2,101.2,20,0.805,1,-0.22,2.74,1,0,0.16,111115,15
"6",45,54040.4,NA,NA,NA,144,7600.7,0,6.488,0.153,284.666666666667,5.33,3.55933333333333,36.7906666666667,6,1.42,1,2.84,42.5986666666667,36.7906666666667,45.13,400.354666666667,374.851333333333,10.841,26.4404666666667,12.9,31.47,199.66,1600,0,101.2,20.2,0.757,1,-0.22,2.74,1,0,0.16,111115,15
"6",50,54412.7333333333,NA,NA,NA,159,7973.2,0,5.86466666666667,0.155,290,6.12866666666667,4.01533333333333,38.7166666666667,6,1.42,1,2.84,46.6813333333333,38.7166666666667,49.81,399.732,375.201333333333,10.8188666666667,28.7016,10.426,27.6593333333333,199.7,1600.66666666667,0,101.2,20.8,0.704,1,-0.22,2.74,1,0,0.16,111115,15
"7",0.4,40155.1333333333,NA,NA,NA,8,1098.33333333333,0,-0.238666666666667,0.00900333333333333,437.333333333333,0.09016,1.01,10.7326666666667,6,1.42,1,2.84,3.51,10.7326666666667,0.49,400.917333333333,401.524,2.5218,2.79193333333333,32.426,35.9006666666667,199.713333333333,1600,1.33333333333333,101.4,20.5,0.551,1,-0.22,2.74,1,0,0.16,111115,15
"7",5,40681.6,NA,NA,NA,23,1624.1,0,-0.106993333333333,0.00360266666666667,441.133333333333,0.0413266666666667,1.152,13.274,6,1.42,1,2.84,7.22733333333333,13.274,4.94866666666667,400.976,401.250666666667,3.58666666666667,3.71046666666667,35.62,36.8493333333333,199.713333333333,1599.46666666667,1.93333333333333,101.5,20.5,0.56,1,-0.22,2.74,1,0,0.16,111115,15
"7",10,41213.6666666667,NA,NA,NA,38,2156.73333333333,0,0.0129298666666667,0.007282,389.066666666667,0.1012,1.4,16.4906666666667,6,1.42,1,2.84,11.5746666666667,16.4906666666667,10.0273333333333,400.829333333333,400.668666666667,4.4698,4.77253333333333,33.1373333333333,35.3806666666667,199.766666666667,1599,2,101.5,20.7,0.653,1,-0.22,2.74,1,0,0.16,111115,15
"7",15,41807,NA,NA,NA,53,2749.46666666667,0,0.155866666666667,0.00727133333333333,354.133333333333,0.122666666666667,1.69,19.7006666666667,6,1.42,1,2.84,16.08,19.7006666666667,15.1,399.3,398.683333333333,5.68893333333333,6.05473333333333,31.472,33.4926666666667,199.7,1599,1.4,101.446666666667,20.8,0.705,1,-0.22,2.74,1,0,0.16,111115,15
"7",20,42185.1333333333,NA,NA,NA,68,3127.86666666667,0,0.196666666666667,0.00556133333333333,331.333333333333,0.106533333333333,1.918,22.562,6,1.42,1,2.84,20.29,22.562,19.9766666666667,399.938666666667,399.219333333333,7.86,8.17806666666667,33.3706666666667,34.7213333333333,199.7,1599,1,101.4,21.1,0.772,1,-0.22,2.74,1,0,0.16,111115,15
"7",25,42694.6666666667,NA,NA,NA,83,3637.1,0,0.322,0.00559866666666667,293.266666666667,0.138933333333333,2.47,25.83,6,1.42,1,2.84,24.7693333333333,25.83,25.04,400.294666666667,399.160666666667,8.17106666666667,8.5848,26.4326666666667,27.7706666666667,199.733333333333,1600.53333333333,0.666666666666667,101.4,21.4,0.788,1,-0.22,2.74,1,0,0.16,111115,15
"7",30,43189.2,NA,NA,NA,98,4132.03333333333,0,0.3782,0.005076,262.933333333333,0.161,3.14733333333333,28.942,6,1.42,1,2.84,29.21,28.942,30.12,400.434666666667,399.106,8.01833333333333,8.49806666666667,19.984,21.1766666666667,199.66,1600,0,101.4,21.8,0.786,1,-0.22,2.74,1,0,0.16,111115,15
"7",35,43887.0666666667,NA,NA,NA,113,4829.7,0,0.421333333333333,0.00525066666666667,249.733333333333,0.208066666666667,3.92,32.022,6,1.42,1,2.84,33.53,32.022,34.99,400.415333333333,398.898666666667,7.89806666666667,8.51813333333333,15.3946666666667,16.602,199.64,1599.6,0,101.4,22.4,0.789,0.96,-0.22,2.74,1,0,0.16,111115,15
"7",40,44682.3333333333,NA,NA,NA,128,5625.7,0,0.430333333333333,0.004946,233.8,0.244866666666667,4.86933333333333,35.262,6,1.42,1,2.84,38.15,35.262,40.06,399.914,398.328,7.80113333333333,8.53046666666667,11.79,12.89,199.62,1599.26666666667,0,101.4,22.8,0.789,1,-0.22,2.74,1,0,0.16,111115,15
"7",45,45260.5333333333,NA,NA,NA,143,6202.9,0,0.4222,0.00437666666666667,214.6,0.256733333333333,5.742,37.8613333333333,6,1.42,1,2.84,42.6006666666667,37.8613333333333,45.4206666666667,399.604,398.028666666667,7.76726666666667,8.5322,9.26066666666667,10.172,199.7,1600,0.0666666666666667,101.4,23.3,0.786,1,-0.22,2.74,1,0,0.16,111115,15
"7",50,45905.6666666667,NA,NA,NA,158,6848.1,0,0.386933333333333,0.00379333333333333,200.533333333333,0.2646,6.79,40.592,6,1.42,1,2.84,46.85,40.592,49.816,398.808666666667,397.330666666667,7.7378,8.526,7.40533333333333,8.16,199.7,1599.73333333333,0,101.4,23.8,0.788,1,-0.22,2.74,1,0,0.16,111115,15
"8",0,40954.2666666667,NA,NA,NA,8,3783.3,0,3.57066666666667,0.179133333333333,349.066666666667,1.44,0.857133333333333,11.16,6,1.42,1,2.84,4.04733333333333,11.16,0.934,400.060666666667,387.656,0.3768,4.68026666666667,4.66066666666667,57.8866666666667,199.746666666667,1600,0.0666666666666667,101.3,17.7,0.564,1,-0.22,2.74,1,0,0.16,111115,15
"8",5,41369.6666666667,NA,NA,NA,23,4198.33333333333,0,4.428,0.180933333333333,338,1.67,0.984933333333333,13.268,6,1.42,1,2.84,7.304,13.268,4.95066666666667,400.168,384.938666666667,0.382666666666667,5.3756,3.776,53.0453333333333,199.766666666667,1599,0.133333333333333,101.3,17.5,0.593,1,-0.22,2.74,1,0,0.16,111115,15
"8",10,41815,NA,NA,NA,38,4644.23333333333,0,5.404,0.1796,324.466666666667,2.05,1.21,16.394,6,1.42,1,2.84,11.71,16.394,10.0393333333333,400.606,382.02,0.386666666666667,6.49693333333333,2.83733333333333,47.6786666666667,199.706666666667,1600,0.6,101.3,17.8,0.624,1,-0.22,2.74,1,0,0.16,111115,15
"8",15,42357.2,NA,NA,NA,53,5186.6,0,5.94133333333333,0.167,311.866666666667,2.42,1.53,19.7006666666667,6,1.42,1,2.84,16.16,19.7006666666667,15.1,400.602,379.984666666667,0.3886,7.60386666666667,2.13666666666667,41.8006666666667,199.7,1599.26666666667,0.8,101.3,18.1,0.647,1,-0.22,2.74,1,0,0.16,111115,15
"8",20,42947.2,NA,NA,NA,68,5776.86666666667,0,6.132,0.149,300,2.728,1.91666666666667,22.7526666666667,6,1.42,1,2.84,20.42,22.7526666666667,19.97,400.781333333333,379.258,0.390866666666667,8.51193333333333,1.644,35.8053333333333,199.7,1599,0,101.3,18.4,0.684,1,-0.22,2.74,1,0,0.16,111115,15
"8",25,43469.1333333333,NA,NA,NA,83,6298.33333333333,0,6.15133333333333,0.131733333333333,288,2.82,2.224,25.8273333333333,6,1.42,1,2.84,24.8,25.8273333333333,25.04,399.416,377.734,2.623,11.0101333333333,8.45666666666667,35.4993333333333,199.7,1600,0,101.3,18.6,0.738,1,-0.22,2.74,1,0,0.16,111115,15
"8",30,43977.8666666667,NA,NA,NA,98,6806.76666666667,0,6.10933333333333,0.118,280.066666666667,2.95533333333333,2.57,28.86,6,1.42,1,2.84,29.21,28.86,30.12,401.249333333333,379.52,5.24466666666667,14.0009333333333,13.05,34.84,199.68,1599.33333333333,0,101.3,19,0.78,1,-0.22,2.74,1,0,0.16,111115,15
"8",35,44436.8666666667,NA,NA,NA,113,7265.76666666667,0,5.79466666666667,0.0992733333333333,267.333333333333,2.924,2.99,31.9786666666667,6,1.42,1,2.84,33.5353333333333,31.9786666666667,34.99,400.136666666667,379.385333333333,8.95273333333333,17.588,17.42,34.2173333333333,199.626666666667,1600,0,101.3,19.5,0.82,1,-0.22,2.74,1,0,0.16,111115,15
"8",40,44996.7333333333,NA,NA,NA,128,7825.63333333333,0,4.88333333333333,0.0707666666666667,250.866666666667,2.61866666666667,3.7,34.9313333333333,6,1.42,1,2.84,37.97,34.9313333333333,40.06,400.361333333333,382.668666666667,11.3405333333333,19.0602666666667,17.2826666666667,29.048,199.6,1600,0,101.3,19.9,0.82,1,-0.22,2.74,1,0,0.16,111115,15
"8",45,45709.0666666667,NA,NA,NA,143,8538.1,0,3.04,0.0363333333333333,227.066666666667,1.88933333333333,5.114,38.4313333333333,6,1.42,1,2.84,42.66,38.4313333333333,45.13,399.644,388.304,11.1872,16.7749333333333,13.2726666666667,19.9046666666667,199.68,1600,0,101.3,20.6,0.802,1,-0.22,2.74,1,0,0.16,111115,15
"8",50,46263.1333333333,NA,NA,NA,158,9092.03333333333,0,1.56933333333333,0.01962,231.733333333333,1.266,6.28,40.92,6,1.42,1,2.84,46.766,40.92,49.8006666666667,399.225333333333,393.018,11.102,14.8501333333333,10.6533333333333,14.2513333333333,199.72,1600,0,101.3,21.3,0.789,1,-0.22,2.74,1,0,0.16,111115,15
"9",0,59151.6,NA,NA,NA,8,2303.7,0,2.05066666666667,0.0633266666666667,334.733333333333,0.5842,0.943933333333333,10.07,6,1.42,1,2.84,3.63,10.07,0.482666666666667,399.894,393.041333333333,1.1732,2.92293333333333,14.8633333333333,37.0333333333333,199.746666666667,1600,0,100.8,17.9,0.492,1,-0.22,2.74,1,0,0.16,111115,15
"9",5,59639.9333333333,NA,NA,NA,23,2792.6,0,2.606,0.0647533333333333,319.266666666667,0.690733333333333,1.09,12.6186666666667,6,1.42,1,2.84,7.29933333333333,12.6186666666667,4.95266666666667,399.738666666667,391.098666666667,1.6628,3.72973333333333,16.3333333333333,36.6313333333333,199.766666666667,1599,0,100.8,17.8,0.545,1,-0.22,2.74,1,0,0.16,111115,15
"9",10,60133.6666666667,NA,NA,NA,38,3285.96666666667,0,3.14066666666667,0.0635933333333333,301.066666666667,0.83,1.33,15.9873333333333,6,1.42,1,2.84,11.6293333333333,15.9873333333333,10.03,399.396,388.993333333333,2.402,4.8834,17.6333333333333,35.854,199.766666666667,1600,0,100.8,18.1,0.589,1,-0.22,2.74,1,0,0.16,111115,15
"9",15,60598.4666666667,NA,NA,NA,53,3750.8,0,3.43533333333333,0.0596533333333333,286.866666666667,0.9306,1.58066666666667,19.226,6,1.42,1,2.84,16.0786666666667,19.226,15.0973333333333,400.647333333333,389.233333333333,3.69986666666667,6.47766666666667,20.3466666666667,35.6226666666667,199.706666666667,1600.26666666667,0.2,100.8,18.2,0.647,1,-0.22,2.74,1,0,0.16,111115,15
"9",20,61103.1333333333,NA,NA,NA,68,4255.03333333333,0,3.62866666666667,0.062,282.333333333333,1.16,1.89,22.38,6,1.42,1,2.84,20.3446666666667,22.38,19.9713333333333,400.284666666667,388.029333333333,4.68766666666667,8.1456,19.72,34.2626666666667,199.7,1600,0.6,100.8,18.4,0.699,1,-0.22,2.74,1,0,0.16,111115,15
"9",25,61589.8666666667,NA,NA,NA,83,4742,0,3.86866666666667,0.06278,274.2,1.39,2.23133333333333,25.5446666666667,6,1.42,1,2.84,24.7513333333333,25.5446666666667,25.04,399.859333333333,386.621333333333,6.29273333333333,10.425,20.2553333333333,33.556,199.726666666667,1600,0,100.866666666667,18.4,0.699,1,-0.22,2.74,1,0,0.16,111115,15
"9",30,62130.6666666667,NA,NA,NA,98,5283.3,0,3.74266666666667,0.0564466666666667,265.066666666667,1.45733333333333,2.58,28.7926666666667,6,1.42,1,2.84,29.21,28.7926666666667,30.12,399.746,386.804666666667,9.49153333333333,13.8042666666667,23.518,34.202,199.693333333333,1599,0,100.9,19,0.798,1,-0.22,2.74,1,0,0.16,111115,15
"9",35,62721.1333333333,NA,NA,NA,113,5873.2,0,3.62266666666667,0.05112,255.733333333333,1.58933333333333,3.086,31.91,6,1.42,1,2.84,33.5533333333333,31.91,34.99,399.83,387.094666666667,11.8290666666667,16.5181333333333,22.894,31.97,199.613333333333,1600,0,100.9,19.4,0.825,1,-0.22,2.74,1,0,0.16,111115,15
"9",40,63404.1333333333,NA,NA,NA,128,6556.2,0,3.13533333333333,0.0381,234.733333333333,1.53,3.96133333333333,34.8626666666667,6,1.42,1,2.84,37.97,34.8626666666667,40.06,399.397333333333,388.184,11.7486,16.2802666666667,17.83,24.706,199.606666666667,1600,0,100.9,19.9,0.816,1,-0.22,2.74,1,0,0.16,111115,15
"9",45,64030,NA,NA,NA,143,7181.7,0,2.36866666666667,0.0234,203.466666666667,1.24,5.16266666666667,38.096,6,1.42,1,2.84,42.62,38.096,45.1206666666667,400.316,391.742,11.4958,15.1611333333333,13.62,17.96,199.7,1599,0.0666666666666667,100.9,20.4,0.789,1,-0.22,2.74,1,0,0.16,111115,15
"9",50,64650.7333333333,NA,NA,NA,158,7803.4,0,1.618,0.0183466666666667,220.333333333333,1.16533333333333,6.15133333333333,40.556,6,1.42,1,2.84,46.778,40.556,49.81,399.711333333333,393.476666666667,11.2750666666667,14.7217333333333,10.7733333333333,14.068,199.7,1600.6,0,100.9,21,0.773,1,-0.22,2.74,1,0,0.16,111115,15
